StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q3	Q5_1	Q7_1	Q9_1	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q17_13_TEXT	Q18	General_Health	Q20	Q21	Q21_10_TEXT	Q22	Q8.1_1	Q8.1_2	Q8.1_3	Q8.1_4	Q8.1_5	Q8.1_6	Q8.1_7	Q8.1_8	Q8.1_9	Q8.1_10	Little_interest_in_things	Depressed	Trouble_Sleeping	No_Energy	Poor_Appetite	Feeling_Failure	Trouble_Concentrating	More_Restless_Than_Usual	Anxious	Uncontrolled_Worry	Worrying_To_Much	Trouble_Relaxing	Restless_Cant_Sit_Still	Easily_Annoyed	Afraid	Q26	Q27	Q28	In_Control_Of_Life	At_Risk_of_Destitution	Q31	Q32	Managing_Financially	Satisfied_With_Income	Q35_1	Q35_2	Q35_3	Ladder	Q39	Politicians_All_The_Same	Politics_Force_For_Good	Party_In_Government_Doesnt_Matter	Politicians_Dont_Care	Politicians_Want_To_Make_Things_Better	Shouldnt_Rely_On_Government	Q42_1	Q42_3	Q42_4	Q44	Q45	Q46	Q47	Q48	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Age	Gender	Gender_Other	Q53_1	Q54	Q55	Q55_7_TEXT	Party_Next_Election	Party_Next_Election_Other	PROLIFIC_PID	StartDate_1	Duration (in seconds)_1	ResponseId_1	Consent	Pid	Support_flourishing	Support_efficiency	Support_security	Q11_1	Q12_1	Q13_1	Q14_1	Q15_1	Q16_1	Q17_1	Q17_13_TEXT_1	Q18_1	Q19_1	Q20_1	Q21_1	Q21_10_TEXT_1	Q22_1	Q8.1_1_1	Q8.1_2_1	Q8.1_3_1	Q8.1_4_1	Q8.1_5_1	Q8.1_6_1	Q8.1_7_1	Q8.1_8_1	Q8.1_9_1	Q8.1_10_1	Q9.1_1_1	Q9.1_2_1	Q9.1_3_1	Q9.1_4_1	Q9.1_5_1	Q9.1_6_1	Q9.1_7_1	Q9.1_8_1	Q25_1_1	Q25_2_1	Q25_3_1	Q25_4_1	Q25_5_1	Q25_6_1	Q25_7_1	Q26_1	Q27_1	Q28_1	Q29_1_1	Q30_1_1	Q31_1	Q32_1	Q33_1	Q34_1	Q35_1_1	Q35_2_1	Q35_3_1	Q37_1	Q39_1	Q40_1_1	Q40_2_1	Q40_3_1	Q40_4_1	Q40_5_1	Q40_6_1	Q42_1_1	Q42_3_1	Q42_4_1	Q44_1	Q45_1	Q46_1	Q47_1	Q48_1	Q49_1_1	Q49_2_1	Q49_3_1	Q49_4_1	Q49_5_1	Q49_6_1	Q51_1	Q52_1	Q52_3_TEXT_1	Q53_1_1	Q54_1	Q55_1	Q55_7_TEXT_1	Q56_1	Q56_7_TEXT_1	basic_income_post	HH_Net_Income_PA	gad_7	phq_8	sqrt_gad_7	sqrt_phq_8	next_election	next_election_condensed	haters_post	lovers_post	zeros_post	hundreds_post	trust_in_politics	log_income
28/02/2022 07:12	28/02/2022 07:51	100	2361	true	28/02/2022 07:51	R_1LUbK6CHwLCvnyQ					53.0390014648438	-2.19990539550781	anonymous	EN	I have read the information above and would like to take part in the survey	57d74ff1ea00cf0001d47148	90			1	0	1200.0	Month	1200.0	Year	In full-time paid work (30 or more hours a week)		No	Good	Yes	Mental Health		Yes, a little	Sometimes	Sometimes	Very often	Sometimes	Sometimes	Sometimes	Sometimes	Almost never	Almost never	Sometimes	Several days	More than half the days	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Several days	Nearly every day	More than half the days	More than half the days	Nearly every day	More than half the days	More than half the days	More than half the days	Some of the time	Often true	Never true	25	50	Better job security 	About the same	Doing alright	"4.	Neither satisfied nor dissatisfied"	4.	3. Neither agree nor disagree	3. Neither agree nor disagree	3	4	2. Disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	70	80	80	A lot less to worry about in terms of bills. It would mean that we wouldn’t have to skip certain essentials such as food in order to have enough money to pay rent, electric, bills etc. 	About the same	Doing alright	"6.	Mostly satisfied"	A lot less stressed	5. Strongly agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	3. Neither agree nor disagree	26	Male		0	I sometimes vote at General Elections	Labour Party		Labour Party		57d74ff1ea00cf0001d47148	28/02/2022 07:12	2361	R_1LUbK6CHwLCvnyQ	1	57d74ff1ea00cf0001d47148	90			2	1	1200.0	2	1200.0	3	1		2	2	1	7		2	2	2	4	2	2	2	2	1	1	2	1	2	3	3	3	3	3	1	3	2	2	3	2	2	2	2	3	1	25	50	Better job security 	3	2	4	4	3	3	3	4	2	4	1	3	3	3	70	80	80	A lot less to worry about in terms of bills. It would mean that we wouldn’t have to skip certain essentials such as food in order to have enough money to pay rent, electric, bills etc. 	3	2	7	1	5	1	4	3	2	3	26	2		0	2	4		4		90	16.352331606217618	19	16	4.358898943540674	4.0	Labour	Labour	false	true	false	false	16	2.7943704930608795
28/02/2022 07:40	28/02/2022 07:52	100	754	true	28/02/2022 07:52	R_1MLkRkfBvSCUquN					52.970703125	-1.09300231933594	anonymous	EN	I have read the information above and would like to take part in the survey	5981b3289bf4fe0001070aea			70	4	0	3500.0	Month	136.0	Month	In full-time paid work (30 or more hours a week)		Yes	Fair	No				Sometimes	Sometimes	Sometimes	Fairly often	Fairly often	Sometimes	Fairly often	Fairly often	Almost never	Sometimes	Several days	Several days	More than half the days	Nearly every day	More than half the days	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	All of the time	Often true	Often true	75	25	If I was to feel like I had to depend on it I may be more in favour	About the same	Doing alright	"5.	Somewhat satisfied"	4.	3. Neither agree nor disagree	4.	6	7	2. Disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	65	80	87	This income would supplement our current wages and would allow us to provide more comfortable lifestyle for our children. We would be able to give them better things and not worry as much about how much things are costing	About the same	Living comfortably	"6.	Mostly satisfied"	A little less stressed	3. Neither agree nor disagree	2. Disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	34	Female		30	I sometimes vote at General Elections	Labour Party		Labour Party		5981b3289bf4fe0001070aea	28/02/2022 07:40	754	R_1MLkRkfBvSCUquN	1	5981b3289bf4fe0001070aea			70	5	1	3500.0	2	136.0	2	1		1	3	2				2	2	2	3	3	2	3	3	1	2	1	1	2	3	2	1	1	0	1	1	1	1	0	1	0	3	3	3	75	25	If I was to feel like I had to depend on it I may be more in favour	3	2	5	4	3	4	6	7	2	4	2	3	3	2	65	80	87	This income would supplement our current wages and would allow us to provide more comfortable lifestyle for our children. We would be able to give them better things and not worry as much about how much things are costing	3	1	7	2	3	2	4	4	3	4	34	1		30	2	4		4		70	47.69430051813471	11	5	3.3166247903554	2.23606797749979	Labour	Labour	false	false	false	false	16	3.8648119047622926
28/02/2022 07:44	28/02/2022 07:53	100	538	true	28/02/2022 07:53	R_RrgnXJEMiB8v4B3					53.37939453125	-2.91119384765625	anonymous	EN	I have read the information above and would like to take part in the survey	61470066dce66ce341df39c1		80		2	0	3500.0	Month	150.0	Month	In full-time paid work (30 or more hours a week)		Yes	Very good	No				Sometimes	Sometimes	Sometimes	Fairly often	Fairly often	Sometimes	Fairly often	Fairly often	Sometimes	Sometimes	Several days	Several days	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Some of the time	Always true	Often true	80	10	If I was made redundant from my job suddenly and had no income 	About the same	Doing alright	"5.	Somewhat satisfied"	4.	1. I disagree strongly	2.	6	5	2. Disagree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	4. Agree	20	90	70	I think it wouldn’t be enough to live off in comparison to what I earn in my job so I would look for a new job if it was the case that I had to be on UBI for whatever reason. I think I could make ends meet by cutting certain luxuries but it isn’t something I would want to live off for a sustained period of time as I need more money and also I enjoy working 	Poorer	Finding it quite difficult	"2.	Mostly dissatisfied"	A lot more stressed	4. Agree	3. Neither agree nor disagree	4. Agree	2. Disagree	4. Agree	2. Disagree	29	Female		20	I always vote at General Elections	Labour Party		Labour Party		61470066dce66ce341df39c1	28/02/2022 07:44	538	R_RrgnXJEMiB8v4B3	1	61470066dce66ce341df39c1		80		3	1	3500.0	2	150.0	2	1		1	1	2				2	2	2	3	3	2	3	3	2	2	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	2	4	3	80	10	If I was made redundant from my job suddenly and had no income 	3	2	5	4	1	2	6	5	2	4	1	4	3	4	20	90	70	I think it wouldn’t be enough to live off in comparison to what I earn in my job so I would look for a new job if it was the case that I had to be on UBI for whatever reason. I think I could make ends meet by cutting certain luxuries but it isn’t something I would want to live off for a sustained period of time as I need more money and also I enjoy working 	2	4	2	5	4	3	4	2	4	2	29	1		20	1	4		4		80	47.69430051813471	4	6	2.0	2.449489742783178	Labour	Labour	false	true	false	false	14	3.8648119047622926
28/02/2022 07:42	28/02/2022 07:53	100	659	true	28/02/2022 07:53	R_1gOPI0LcQ5pdZl0					51.9058990478516	0.468307495117188	anonymous	EN	I have read the information above and would like to take part in the survey	5bf1c9d332cb3b0001f6f1c3		89		2	2	2800.0	Month	120.0	Month	In part-time education,In part-time paid work (less than 30 hours a week)		Yes	Good	Yes	Other, please type in below	diabetes	Not at all	Sometimes	Sometimes	Fairly often	Fairly often	Sometimes	Almost never	Very often	Sometimes	Fairly often	Almost never	Several days	Several days	Nearly every day	Several days	Not at all	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	More than half the days	Some of the time	Often true	Rarely true	80	31	none	About the same	Doing alright	"5.	Somewhat satisfied"	3. Neither agree nor disagree	2.	4.	6	8	4. Agree	2. Disagree	4. Agree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	52	52	54	it would take a lot of pressure of of me and my husband if we were to get the UBI payments. at the minute we do manage but sometimes things are tight. i have been unwell but due to not receiving sick pay in my job i have had no choice but to work whilst poorly. the UBI Scheme would make things a lot easier for us as a family. 	About the same	Doing alright	"6.	Mostly satisfied"	A lot less stressed	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	4. Agree	1. Strongly disagree	4. Agree	35	Female		50	I always vote at General Elections	Labour Party		Labour Party		5bf1c9d332cb3b0001f6f1c3	28/02/2022 07:42	659	R_1gOPI0LcQ5pdZl0	1	5bf1c9d332cb3b0001f6f1c3		89		3	3	2800.0	2	120.0	2	6,2		1	2	1	10	diabetes	3	2	2	3	3	2	1	4	2	3	1	1	1	3	1	0	1	1	0	1	1	1	1	0	1	2	2	3	2	80	31	none	3	2	5	3	2	4	6	8	4	2	4	4	3	3	52	52	54	it would take a lot of pressure of of me and my husband if we were to get the UBI payments. at the minute we do manage but sometimes things are tight. i have been unwell but due to not receiving sick pay in my job i have had no choice but to work whilst poorly. the UBI Scheme would make things a lot easier for us as a family. 	3	2	7	1	4	1	3	4	1	4	35	1		50	1	4		4		89	38.15544041450777	8	7	2.8284271247461903	2.6457513110645907	Labour	Labour	false	true	false	false	8	3.641668353448083
28/02/2022 06:48	28/02/2022 07:53	100	3933	true	28/02/2022 07:53	R_eRMelpYIrXiU7LP					51.4963989257813	-0.122406005859375	anonymous	EN	I have read the information above and would like to take part in the survey	57d0db6cf7bcd90001cd47bc		79		2	0	1500.0	Month	0.0	Year	Unable to work through sickness/disability		No	Good	Yes	Mental Health		Yes, a little	Sometimes	Sometimes	Very often	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Fairly often	Several days	Nearly every day	Several days	Several days	Not at all	Several days	Several days	Not at all	Nearly every day	Nearly every day	Nearly every day	Nearly every day	More than half the days	Several days	Not at all	Some of the time	Always true	Often true	65	74	losing current entitlement to benefits and being forced to claim other benfits which aren't enough to live on.	About the same	Doing alright	"3.	Somewhat dissatisfied"	2.	4.	2.	3	4	4. Agree	4. Agree	2. Disagree	4. Agree	2. Disagree	4. Agree	81	86	59	The UBI scheme would significantly reduce the stresses of the complications and conditionality which claimants have to go through to receive benefits .There are always significant hurdles with waiting gaps and stresses when people need to claim or appeal benefits such as Employment and Support Allowance,Personal Independent Payment and Job Seeker's Allowance. A fixed income would help improve the mental and physical health of myself,family and the public generally.	About the same	Doing alright	"5.	Somewhat satisfied"	A lot less stressed	5. Strongly agree	1. Strongly disagree	5. Strongly agree	2. Disagree	1. Strongly disagree	5. Strongly agree	48	Male		39	I always vote at General Elections	Labour Party		Labour Party		57d0db6cf7bcd90001cd47bc	28/02/2022 06:48	3933	R_eRMelpYIrXiU7LP	1	57d0db6cf7bcd90001cd47bc		79		3	1	1500.0	2	0.0	3	4		2	2	1	7		2	2	2	4	2	2	2	2	2	2	3	1	3	1	1	0	1	1	0	3	3	3	3	2	1	0	2	4	3	65	74	losing current entitlement to benefits and being forced to claim other benfits which aren't enough to live on.	3	2	3	2	4	2	3	4	4	4	2	4	2	4	81	86	59	The UBI scheme would significantly reduce the stresses of the complications and conditionality which claimants have to go through to receive benefits .There are always significant hurdles with waiting gaps and stresses when people need to claim or appeal benefits such as Employment and Support Allowance,Personal Independent Payment and Job Seeker's Allowance. A fixed income would help improve the mental and physical health of myself,family and the public generally.	3	2	5	1	5	1	5	2	1	5	48	2		39	1	4		4		79	20.44041450777202	8	15	2.8284271247461903	3.872983346207417	Labour	Labour	false	true	false	false	10	3.017514044375089
28/02/2022 07:51	28/02/2022 07:57	100	402	true	28/02/2022 07:57	R_0HY7tHNTJn4sPXr					52.6493988037109	-1.12030029296875	anonymous	EN	I have read the information above and would like to take part in the survey	5a7c684217ef350001703d05			99	2	0	3500.0	Month	170.0	Month	In full-time paid work (30 or more hours a week)		Yes	Good	No				Almost never	Sometimes	Very often	Sometimes	Sometimes	Sometimes	Sometimes	Almost never	Sometimes	Almost never	Not at all	Several days	Not at all	Several days	Nearly every day	Not at all	Not at all	Not at all	Nearly every day	More than half the days	More than half the days	Nearly every day	Not at all	Nearly every day	More than half the days	Some of the time	Always true	Rarely true	56	23	no - fully support	Poorer	Just about getting by	"4.	Neither satisfied nor dissatisfied"	4.	2.	3. Neither agree nor disagree	7	7	3. Neither agree nor disagree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	4. Agree	43	51	82	i do not see a personal need for it but for others it may be life changing so i think it is important as nobody should have major worries about heating vs food etc 	Poorer	Just about getting by	"5.	Somewhat satisfied"	A little less stressed	4. Agree	3. Neither agree nor disagree	5. Strongly agree	3. Neither agree nor disagree	4. Agree	5. Strongly agree	25	Female		22	I always vote at General Elections	Labour Party		Prefer not to say		5a7c684217ef350001703d05	28/02/2022 07:51	402	R_0HY7tHNTJn4sPXr	1	5a7c684217ef350001703d05			99	3	1	3500.0	2	170.0	2	1		1	2	2				1	2	4	2	2	2	2	1	2	1	0	1	0	1	3	0	0	0	3	2	2	3	0	3	2	2	4	2	56	23	no - fully support	2	3	4	4	2	3	7	7	3	4	1	4	3	4	43	51	82	i do not see a personal need for it but for others it may be life changing so i think it is important as nobody should have major worries about heating vs food etc 	2	3	5	2	4	3	5	3	4	5	25	1		22	1	4		10		99	47.69430051813471	5	15	2.23606797749979	3.872983346207417	No Vote/DK/Refused	Other	false	true	false	false	13	3.8648119047622926
28/02/2022 07:45	28/02/2022 07:58	100	765	true	28/02/2022 07:58	R_3QKsWxpAbVhA4y8					53.5057983398438	-2.22090148925781	anonymous	EN	I have read the information above and would like to take part in the survey	61153a27f2c583ec7d0c0b0f			80	1	2	2100.0	Month	135.0	Month	In part-time paid work (less than 30 hours a week)		No	Very good	No				Sometimes	Almost never	Fairly often	Fairly often	Sometimes	Sometimes	Fairly often	Fairly often	Almost never	Sometimes	Several days	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	More than half the days	Not at all	All of the time	Often true	Often true	63	43	Losing my job 	About the same	Finding it quite difficult	"2.	Mostly dissatisfied"	2.	4.	1. I disagree strongly	5	5	4. Agree	3. Neither agree nor disagree	5. Strongly agree	5. Strongly agree	2. Disagree	3. Neither agree nor disagree	40	81	50	It would mean my children would still have food on the table, clothes and a warm house to live in. As a single parent who doesn’t get financial support from the father of the children it would take away a lot of worry and stress over money and being able to afford basic needs and help to meet the rising cost of living 	About the same	Just about getting by	"4.	Neither satisfied nor dissatisfied"	A lot less stressed	4. Agree	2. Disagree	4. Agree	2. Disagree	1. Strongly disagree	5. Strongly agree	41	Female		62	I always vote at General Elections	Conservative Party		Conservative Party		61153a27f2c583ec7d0c0b0f	28/02/2022 07:45	765	R_3QKsWxpAbVhA4y8	1	61153a27f2c583ec7d0c0b0f			80	2	3	2100.0	2	135.0	2	2		2	1	2				2	1	3	3	2	2	3	3	1	2	1	0	0	1	1	0	0	0	1	1	1	1	0	2	0	3	3	3	63	43	Losing my job 	3	4	2	2	4	1	5	5	4	3	5	5	2	3	40	81	50	It would mean my children would still have food on the table, clothes and a warm house to live in. As a single parent who doesn’t get financial support from the father of the children it would take away a lot of worry and stress over money and being able to afford basic needs and help to meet the rising cost of living 	3	3	4	1	4	2	4	2	1	5	41	1		62	1	2		2		80	28.616580310880828	3	6	1.7320508075688772	2.449489742783178	Conservative	Conservative	false	true	false	false	6	3.353986280996302
28/02/2022 07:48	28/02/2022 08:02	100	814	true	28/02/2022 08:02	R_2dFjiquYHtx8Zkg					53.533203125	-2.6116943359375	anonymous	EN	I have read the information above and would like to take part in the survey	5c64561ab84cf50001b59f09	100			2	2	2000.0	Month	1200.0	Year	A homemaker		Yes	Fair	No				Sometimes	Very often	Very often	Never	Almost never	Sometimes	Sometimes	Never	Fairly often	Fairly often	Nearly every day	Nearly every day	Several days	Nearly every day	More than half the days	Nearly every day	Several days	Not at all	More than half the days	More than half the days	More than half the days	More than half the days	Not at all	More than half the days	Several days	Never	Rarely true	Never true	5	98	I already support it.	Poorer	Finding it quite difficult	"2.	Mostly dissatisfied"	2.	4.	4.	3	2	2. Disagree	4. Agree	2. Disagree	5. Strongly agree	3. Neither agree nor disagree	3. Neither agree nor disagree	70	90	90	I would have some control over my life.  I could do things with my family and experience what it means to be alive, at last.  Having agency in ones' own life is I think one of the most important things necessary for a person to have a chance to be happy.	About the same	Doing alright	"6.	Mostly satisfied"	A lot less stressed	5. Strongly agree	1. Strongly disagree	5. Strongly agree	3. Neither agree nor disagree	1. Strongly disagree	4. Agree	43	Male		20	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (i.e. age, residency etc.)		I will not be eligible to vote at the next General Election (i.e. residency etc.)		5c64561ab84cf50001b59f09	28/02/2022 07:48	814	R_2dFjiquYHtx8Zkg	1	5c64561ab84cf50001b59f09	100			3	3	2000.0	2	1200.0	3	12		1	3	2				2	4	4	0	1	2	2	0	3	3	3	3	1	3	2	3	1	0	2	2	2	2	0	2	1	1	2	1	5	98	I already support it.	2	4	2	2	4	4	3	2	2	4	2	5	3	3	70	90	90	I would have some control over my life.  I could do things with my family and experience what it means to be alive, at last.  Having agency in ones' own life is I think one of the most important things necessary for a person to have a chance to be happy.	3	2	7	1	5	1	5	3	1	4	43	2		20	4	9		9		100	27.25388601036269	16	11	4.0	3.3166247903554	No Vote/DK/Refused	Other	false	true	false	true	13	3.30519611682687
28/02/2022 07:47	28/02/2022 08:04	100	1001	true	28/02/2022 08:04	R_3KYNlBF6OhyBdP7					52.9994049072266	-1.13180541992188	anonymous	EN	I have read the information above and would like to take part in the survey	5e972ac569be230840974427	80			2	2	2500.0	Month	187.0	Month	In full-time paid work (30 or more hours a week)		No	Good	No				Never	Never	Almost never	Very often	Fairly often	Never	Very often	Very often	Almost never	Never	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	All of the time	Often true	Rarely true	82	19		About the same	Doing alright	"5.	Somewhat satisfied"	1. I disagree strongly	5. I agree strongly	3. Neither agree nor disagree	7	5	2. Disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	50	80	70	Universal Basic Income scheme 2 would be the best option as it would give you £145 plus would keep retention of latest welfare system. This would give a welcome boost to lower income families	About the same	Finding it quite difficult	"3.	Somewhat dissatisfied"	Neither more nor less stressed	2. Disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	2. Disagree	60	Male		51	I always vote at General Elections	Liberal Democrats		Conservative Party		5e972ac569be230840974427	28/02/2022 07:47	1001	R_3KYNlBF6OhyBdP7	1	5e972ac569be230840974427	80			3	3	2500.0	2	187.0	2	1		2	2	2				0	0	1	4	3	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	82	19		3	2	5	1	5	3	7	5	2	4	4	3	4	3	50	80	70	Universal Basic Income scheme 2 would be the best option as it would give you £145 plus would keep retention of latest welfare system. This would give a welcome boost to lower income families	3	4	3	3	2	4	4	3	4	2	60	2		51	1	5		2		80	34.067357512953365	0	0	0.0	0.0	Conservative	Conservative	false	true	false	false	14	3.5283396681410797
28/02/2022 07:48	28/02/2022 08:04	100	949	true	28/02/2022 08:04	R_SUbmO6U3OU3oV0t					53.4826049804688	-1.30259704589844	anonymous	EN	I have read the information above and would like to take part in the survey	5b79569d87d85f0001b9ef91	90			2	2	2000.0	Month	174.0	Month	A homemaker		Yes	Good	No				Sometimes	Sometimes	Sometimes	Almost never	Sometimes	Sometimes	Fairly often	Sometimes	Sometimes	Sometimes	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	All of the time	Often true	Often true	40	0	No	Poorer	Living comfortably	"4.	Neither satisfied nor dissatisfied"	3. Neither agree nor disagree	4.	4.	4	3	2. Disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	56	65	11	In all honesty I’m not sure what all this means. if it means I’d get £145 extra for both me and my husband then that’s be great A it would mean that, as home-educators of our two young daughters we would be able to attend educational meets more often and pay for extra curricular activities such as piano and horse riding lessons 	Poorer	Living comfortably	"7.	Completely satisfied"	A little less stressed	4. Agree	2. Disagree	4. Agree	2. Disagree	4. Agree	4. Agree	46	Female		15	I always vote at General Elections	Labour Party		Labour Party		5b79569d87d85f0001b9ef91	28/02/2022 07:48	949	R_SUbmO6U3OU3oV0t	1	5b79569d87d85f0001b9ef91	90			3	3	2000.0	2	174.0	2	12		1	2	2				2	2	2	1	2	2	3	2	2	2	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	3	3	3	40	0	No	2	1	4	3	4	4	4	3	2	4	1	3	3	2	56	65	11	In all honesty I’m not sure what all this means. if it means I’d get £145 extra for both me and my husband then that’s be great A it would mean that, as home-educators of our two young daughters we would be able to attend educational meets more often and pay for extra curricular activities such as piano and horse riding lessons 	2	1	8	2	4	2	4	2	4	4	46	1		15	1	4		4		90	27.25388601036269	5	6	2.23606797749979	2.449489742783178	Labour	Labour	false	true	false	false	17	3.30519611682687
28/02/2022 07:39	28/02/2022 08:05	100	1531	true	28/02/2022 08:05	R_3frhXK8gXFZHoTH					53.2077941894531	-2.96989440917969	anonymous	EN	I have read the information above and would like to take part in the survey	616f23661342f9984199efb9		50		2	1	4000.0	Month	190.0	Month	In part-time paid work (less than 30 hours a week)		Yes	Good	No				Sometimes	Almost never	Very often	Fairly often	Sometimes	Fairly often	Sometimes	Sometimes	Fairly often	Fairly often	Not at all	Not at all	Several days	Nearly every day	Not at all	Not at all	Several days	Not at all	More than half the days	Several days	Several days	Several days	Not at all	Not at all	Not at all	All of the time	Always true	Often true	76	0	Loss of income and poor health 	About the same	Living comfortably	"5.	Somewhat satisfied"	1. I disagree strongly	5. I agree strongly	3. Neither agree nor disagree	7	5	4. Agree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	90	90	25	The impact on myself would be the knowledge that there is a basic amount guaranteed each week. It would mostly be of relevance if I or my partner lost our jobs. For other family members who are currently unemployed it would be of more impact knowing that they could have a guaranteed income but also be able to maintain emergency savings for example without then losing income because of those savings and so not having to take out loans if something happened that required them to pay for something major and unexpected for example appliances breaking or car.	Don't know	Living comfortably	"5.	Somewhat satisfied"	Neither more nor less stressed	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	4. Agree	39	Female		25	I always vote at General Elections	Labour Party		Labour Party		616f23661342f9984199efb9	28/02/2022 07:39	1531	R_3frhXK8gXFZHoTH	1	616f23661342f9984199efb9		50		3	2	4000.0	2	190.0	2	2		1	2	2				2	1	4	3	2	3	2	2	3	3	0	0	1	3	0	0	1	0	2	1	1	1	0	0	0	3	4	3	76	0	Loss of income and poor health 	3	1	5	1	5	3	7	5	4	4	1	3	4	3	90	90	25	The impact on myself would be the knowledge that there is a basic amount guaranteed each week. It would mostly be of relevance if I or my partner lost our jobs. For other family members who are currently unemployed it would be of more impact knowing that they could have a guaranteed income but also be able to maintain emergency savings for example without then losing income because of those savings and so not having to take out loans if something happened that required them to pay for something major and unexpected for example appliances breaking or car.	4	1	5	3	4	4	3	4	4	4	39	1		25	1	4		4		50	54.50777202072538	5	5	2.23606797749979	2.23606797749979	Labour	Labour	false	false	false	false	15	3.9983432973868154
28/02/2022 07:51	28/02/2022 08:07	100	986	true	28/02/2022 08:07	R_tEwpv6NRDLwxl7j					53.5220947265625	-1.38819885253906	anonymous	EN	I have read the information above and would like to take part in the survey	613a567f9aba9a52e21e59d6		61		2	0	1400.0	Month	117.0	Month	Self-employed		No	Very good	No				Very often	Fairly often	Very often	Sometimes	Almost never	Sometimes	Sometimes	Sometimes	Very often	Fairly often	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	Nearly every day	Nearly every day	Nearly every day	Several days	More than half the days	Nearly every day	Nearly every day	Some of the time	Always true	Rarely true	60	51	Partner lost job all of a sudden	Poorer	Just about getting by	"3.	Somewhat dissatisfied"	4.	2.	2.	5	5	2. Disagree	4. Agree	2. Disagree	2. Disagree	2. Disagree	2. Disagree	65	85	20	It would enable me to be able to cover all my bills without worry. I sometimes have to ask for help in terms of money to pay bills even though there are two wages coming into the home. The price of services and products is rising but wages are not. I currently rent and I pay more than all of my friends who have mortgage. I could mean extra to try and save for a house deposit. My partner works sometimes 7 days a week and it is still not even to cover bills.	Poorer	Doing alright	"5.	Somewhat satisfied"	A little less stressed	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	4. Agree	26	Female		19	I sometimes vote at General Elections	Labour Party		Labour Party		613a567f9aba9a52e21e59d6	28/02/2022 07:51	986	R_tEwpv6NRDLwxl7j	1	613a567f9aba9a52e21e59d6		61		3	1	1400.0	2	117.0	2	8		2	1	2				4	3	4	2	1	2	2	2	4	3	1	1	1	1	1	0	1	0	3	3	3	1	2	3	3	2	4	2	60	51	Partner lost job all of a sudden	2	3	3	4	2	2	5	5	2	4	2	2	2	2	65	85	20	It would enable me to be able to cover all my bills without worry. I sometimes have to ask for help in terms of money to pay bills even though there are two wages coming into the home. The price of services and products is rising but wages are not. I currently rent and I pay more than all of my friends who have mortgage. I could mean extra to try and save for a house deposit. My partner works sometimes 7 days a week and it is still not even to cover bills.	2	2	5	2	4	2	4	3	2	4	26	1		19	2	4		4		61	19.077720207253886	6	18	2.449489742783178	4.242640687119285	Labour	Labour	false	false	false	false	16	2.9485211728881375
